0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	1	17.08
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	3	18.0
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	5	19.54
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	7	20.05
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	9	20.48
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	11	20.64
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	13	20.54
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	15	20.9
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	17	21.08
0.06869738517329096	0.001	1e-05	1e-07	392	60	0.1	19	21.11
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	1	19.01
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	3	19.96
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	5	21.11
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	7	21.51
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	9	22.06
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	11	23.26
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	13	23.39
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	15	23.47
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	17	23.43
0.06807273283849159	0.001	1e-05	1e-07	392	60	0.1	19	23.83
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	1	75.97
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	3	78.78
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	5	79.48
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	7	79.6
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	9	79.28
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	11	79.03
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	13	79.17
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	15	79.04
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	17	78.64
0.03557612356729806	0.001	1e-05	1e-07	392	200	0.1	19	78.22
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	1	75.17
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	3	77.78
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	5	78.68
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	7	79.1
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	9	79.27
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	11	79.43
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	13	79.46
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	15	78.88
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	17	78.59
0.05698162943124771	0.001	1e-05	1e-07	392	60	0.1	19	78.44
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	1	79.56
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	3	81.62
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	5	82.26
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	7	82.38
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	9	82.23
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	11	82.24
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	13	82.04
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	15	81.65
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	17	81.63
0.04351192357391119	0.001	1e-05	1e-07	392	60	0.1	19	81.34
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	1	78.9
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	3	81.58
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	5	82.76
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	7	83.04
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	9	82.8
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	11	83.03
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	13	82.78
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	15	82.54
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	17	82.41
0.06337414720281959	0.001	1e-06	1e-07	500	60	0.1	19	82.18
